n_por_grupo,d,p_bf3,p_bf6,p_bf10,p_nulo
144,0.65,0.9982674342532749,0.9959588197327464,,2.0627090777853476e-05
144,0.8,0.9999859622650227,0.9999543024086782,,3.916920552595761e-08
144,1.0,,0.9999999891156889,,8.030506026613717e-13
146,0.0,0.010390026135443929,0.004657241821452819,0.0025996008177158617,0.8414652725605569
146,0.5,0.9540239484407862,0.9211161998047378,0.890097466840574,0.0021542610017504624
146,0.65,0.9984590978754748,0.9963765043225892,0.9937642675739279,1.782285821355516e-05
146,0.8,0.9999885061403526,0.9999621935839528,0.9999183568364327,3.091731893162433e-08
146,1.0,0.9999999985095586,0.9999999921925217,,5.425788540590922e-13
148,0.0,0.010330157565831471,0.004632445252870306,0.002586509181497492,0.8427645438186069
148,0.5,0.9565951869486463,0.925100221495808,0.8952370545724718,0.001992197601276478
148,0.65,0.9986301548700508,0.9967526033771499,0.9943799945050545,1.5395822050483976e-05
148,0.8,0.9999905946489597,,0.9999320134331876,2.439507692634197e-08
148,1.0,,,,3.6641020282858163e-13
150,0.0,0.010271271667200512,0.004608024668708128,0.002573604350228519,0.8440351561221477
150,0.5,0.9590335977477917,0.9289041710951392,0.900167819826008,0.001842020856936743
150,0.65,0.9987827442232564,0.9970910633883904,,1.329585670593149e-05
150,0.8,0.9999923081879569,,0.9999434258860516,1.9241919150354693e-08
150,1.0,,0.9999999959936331,0.9999999879110729,2.473207806333111e-13
