n_por_grupo,d,p_bf3,p_bf6,p_bf10,p_nulo
78,0.0,0.013304805572494484,0.005821280131189336,0.0031983500598331003,0.7665664958682565
78,0.5,0.7310137667796106,0.6278820812537075,0.5518986521378233,0.027186920019756852
78,0.65,0.9386086090349021,0.8945858365155247,0.854019823924752,0.00212960460315818
78,0.8,0.9932531747877366,0.9852324393081021,0.9759862384652973,7.446325612890183e-05
78,1.0,0.9998950344170945,0.9996745602165087,,2.3406897434808513e-07
80,0.0,0.01318293201475296,0.0057745069206535955,0.0031749917888858306,0.7702766676434569
80,0.5,0.74302334506477,0.6420010258926836,0.566892828145647,0.02534628598463935
80,0.65,0.9443123131090738,0.9033566426632089,0.8651874420900812,0.0018630211472451547
80,0.8,0.9943186754186106,0.987388177365638,0.9792903590177829,5.979769791886214e-05
80,1.0,0.9999227355558216,,0.9994925560899863,1.6198876498854722e-07
82,0.0,0.013064251803464237,0.005728781968512129,0.003152090641690976,0.7738289596239463
82,0.5,0.7546076490679001,0.655755567550645,0.5816026110199436,0.02362163840264458
82,0.65,0.9495273254486319,0.9114794007261918,0.8756237062265895,0.0016289008274081483
82,0.8,0.9952216574840413,0.9892439952025605,0.9821663569284105,4.798327211980745e-05
82,1.0,0.9999432239501275,,0.9996154372984755,1.11983290842433e-07
84,0.0,0.01294862739741408,0.005684068715599402,0.0031296341952118663,0.7772341435999326
84,0.5,0.7657737007529413,0.6691434084967429,0.5960191925497484,0.022006623258991255
84,0.65,0.9542904194729724,0.9189924588747694,0.8853627722431029,0.001423436583750684
84,0.8,0.9959858229131653,0.9908389657219769,0.9846651176536189,3.8474220841915255e-05
84,1.0,0.9999583490016518,0.9998636329281213,,7.733305714648893e-08
86,0.0,0.012835929426526341,0.005640332175783659,0.003107610271836866,0.7805019918840084
86,0.5,0.7765290747461926,0.6821632894623841,0.6101349526090875,0.020495111273793224
86,0.65,0.958636246183429,0.9259330556105432,0.8944388354707745,0.0012432433284487515
86,0.8,0.9966316224901679,0.9922075501437735,0.9868322778085933,3.082727844244713e-05
86,1.0,0.9999694942757944,,,5.335019092564834e-08
88,0.0,0.012726036079446485,0.005597538873818464,0.0030860069649135398,0.7836413934474367
88,0.5,0.7868818283354239,0.6948149184591365,0.6239434055223054,0.019081210172133153
88,0.65,0.9625973693540223,0.9323371886355929,0.9028858793444625,0.001085315538142828
88,0.8,0.9971766626039701,0.9933800545378597,0.988708623497525,2.468288852969878e-05
88,1.0,0.9999776923997586,0.9999243505370133,0.9998346470535429,3.6768833430348026e-08
90,0.0,0.012618832547638712,0.005555656779896427,0.0030648126571248026,0.7866604539712061
